asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
A4_hammerhead,ocean,low-poly flat-shaded,,512,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard normals | untextured solid color | minimal silhouette,low,"matte flat-shaded, no texture or specular",5780,26216,360,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted planes"",""flat shading"",""hard normals"",""untextured solid color"",""minimal silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture or specular""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,512,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal palette | untextured | hard normals,low,"matte, flat-shaded facets, no texture detail",4847,26216,360,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal palette"",""untextured"",""hard normals""],""polycount_impression"":""low"",""surface_finish"":""matte, flat-shaded facets, no texture detail""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,2576,1,1,claude-opus-5,stylised PBR,0.82,soft-shaded | rounded bevels | saturated flat colors | smooth gradients | clay-render look,medium,smooth matte plastic with soft specular,7574,30661,4805,100,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-shaded"",""rounded bevels"",""saturated flat colors"",""smooth gradients"",""clay-render look""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte plastic with soft specular""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,2576,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat color fills | hand-painted gradients | visible polygon edges | stylised game prop,low,"matte, non-reflective, soft baked shading",6229,30661,4805,115,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.94, ""attributes"": [""faceted geometry"", ""flat color fills"", ""hand-painted gradients"", ""visible polygon edges"", ""stylised game prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, soft baked shading""}"
A5_cart,Modular Village,low-poly flat-shaded,,512,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat matte shading | muted beige palette | untextured surfaces | hard polygon edges,low,"matte, untextured flat-shaded facets",4879,26216,360,106,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat matte shading"",""muted beige palette"",""untextured surfaces"",""hard polygon edges""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat-shaded facets""}"
A5_cart,Modular Village,low-poly flat-shaded,,1092,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | muted beige palette | minimal texture detail | clean isometric render,low,matte untextured flat-shaded facets,5541,27376,1520,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""muted beige palette"",""minimal texture detail"",""clean isometric render""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded facets""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,512,2,1,claude-opus-5,stylised PBR,0.72,hand-painted wood grain | warm brown palette | soft cloth canopy | chunky proportions | clean silhouette,medium,"matte painted wood, soft fabric, muted metal",6032,26216,360,128,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft cloth canopy"", ""chunky proportions"", ""clean silhouette""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte painted wood, soft fabric, muted metal"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,768,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard normals | minimal palette | stylised foliage,low,matte untextured flat facets,4603,26639,783,93,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted planes"",""flat shading"",""hard normals"",""minimal palette"",""stylised foliage""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,512,3,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | hard normals | minimal palette | untextured solids,low,"matte flat solid, no texture detail",5658,26216,360,104,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.88, ""attributes"": [""faceted geometry"", ""flat shading"", ""hard normals"", ""minimal palette"", ""untextured solids""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat solid, no texture detail""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,256,3,1,claude-opus-5,stylised PBR,0.72,warm wood grain | beveled edges | metal corner brackets | clean texture tiling | game-ready prop,medium,matte varnished wood with dull metal fittings,5787,25955,99,111,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""warm wood grain"", ""beveled edges"", ""metal corner brackets"", ""clean texture tiling"", ""game-ready prop""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte varnished wood with dull metal fittings""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1568,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | visible polygon edges | minimal texture | solid color blocks,low,"matte untextured flat facets, no specular detail",5738,28991,3135,111,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.93, ""attributes"": [""faceted geometry"", ""flat shading"", ""visible polygon edges"", ""minimal texture"", ""solid color blocks""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured flat facets, no specular detail""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,192,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | hard normals | untextured solid color | stylised foliage,low,"matte diffuse, no specular or texture detail",6469,25904,48,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""hard normals"",""untextured solid color"",""stylised foliage""],""polycount_impression"":""low"",""surface_finish"":""matte diffuse, no specular or texture detail""}"
C5_tent,nature_kit,painterly-texture,,1092,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte fabric | faceted geometry | minimal texture detail | solid green canvas | simple wooden stakes,low,"matte, non-reflective, flat diffuse shading",5541,27376,1520,119,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte fabric"", ""faceted geometry"", ""minimal texture detail"", ""solid green canvas"", ""simple wooden stakes""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, flat diffuse shading""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,192,3,1,claude-opus-5,stylised PBR,0.72,soft rounded edges | matte orange plastic | chunky proportions | clean studio lighting | minimal detail,medium,"smooth matte, slightly soft plastic-like sheen",5933,25904,48,127,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""soft rounded edges"", ""matte orange plastic"", ""chunky proportions"", ""clean studio lighting"", ""minimal detail""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte, slightly soft plastic-like sheen"" }"
C5_tent,nature_kit,painterly-texture,,512,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte surfaces | faceted geometry | simple silhouette | untextured solid color | minimal detail,low,"matte, non-reflective, flat diffuse shading",6055,26216,360,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat matte surfaces"", ""faceted geometry"", ""simple silhouette"", ""untextured solid color"", ""minimal detail""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective, flat diffuse shading""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,768,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal texture | chunky silhouette | limited palette,low,"matte, non-reflective flat-shaded facets",5809,26639,783,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal texture"",""chunky silhouette"",""limited palette""],""polycount_impression"":""low"",""surface_finish"":""matte, non-reflective flat-shaded facets""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,192,1,1,claude-opus-5,low-poly flat-shaded,0.82,chunky forms | flat matte colors | soft ambient occlusion | stylised proportions | game-ready prop,low,"matte, untextured flat color with soft shading",7313,25904,48,125,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""chunky forms"", ""flat matte colors"", ""soft ambient occlusion"", ""stylised proportions"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured flat color with soft shading"" }"
A4_hammerhead,ocean,low-poly flat-shaded,,1568,1,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shading | monochrome-blue | angular-planes | minimal-detail,low,"matte untextured flat facets, no specular",5550,28991,3135,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted"",""flat-shading"",""monochrome-blue"",""angular-planes"",""minimal-detail""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
A5_cart,Modular Village,low-poly flat-shaded,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | untextured | monochrome beige | soft ambient light,low,"matte untextured flat facets, no specular",5765,30661,4805,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted geometry"", ""flat shading"", ""untextured"", ""monochrome beige"", ""soft ambient light""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat facets, no specular"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,384,2,1,claude-opus-5,low-poly flat-shaded,0.86,faceted | flat shading | hard edges | matte | simple palette,low,"matte untextured facets, no specular highlights",5460,26051,195,110,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.86,   ""attributes"": [""faceted"", ""flat shading"", ""hard edges"", ""matte"", ""simple palette""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured facets, no specular highlights"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,1568,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | simple palette | hard edges | game-ready prop,low,"matte, subtle banding, no specular highlights",6708,28991,3135,99,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""simple palette"",""hard edges"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte, subtle banding, no specular highlights""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,384,2,1,claude-opus-5,stylised PBR,0.72,warm wood grain | soft cloth canopy | baked ambient occlusion | muted desaturated palette | clean modular geometry,medium,matte wood with soft fabric sheen,5327,26051,195,116,"{""style_label"": ""stylised PBR"", ""confidence"": 0.72, ""attributes"": [""warm wood grain"", ""soft cloth canopy"", ""baked ambient occlusion"", ""muted desaturated palette"", ""clean modular geometry""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte wood with soft fabric sheen""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1092,1,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat color blocks | soft matte shading | chunky stylised props | minimal texture detail,low,"matte, untextured, softly shaded flat facets",5345,27376,1520,127,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.92,   ""attributes"": [""faceted geometry"", ""flat color blocks"", ""soft matte shading"", ""chunky stylised props"", ""minimal texture detail""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, softly shaded flat facets"" }"
C5_tent,nature_kit,painterly-texture,,768,3,1,claude-opus-5,low-poly flat-shaded,0.88,flat shading | faceted geometry | untextured solid color | minimal detail | matte diffuse,low,"matte flat diffuse, no specular or texture",5030,26639,783,110,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.88, ""attributes"": [""flat shading"", ""faceted geometry"", ""untextured solid color"", ""minimal detail"", ""matte diffuse""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat diffuse, no specular or texture""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,384,2,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat gradient shading | hard edges | minimal texture | saturated palette,low,matte untextured flat-shaded facets,4991,26051,195,108,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""faceted geometry"", ""flat gradient shading"", ""hard edges"", ""minimal texture"", ""saturated palette""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured flat-shaded facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,192,3,1,claude-opus-5,stylised PBR,0.62,wood grain texture | warm brown palette | soft ambient occlusion | chamfered edges | game-ready prop,medium,"matte varnished wood, subtle grain, low specular",6051,25904,48,107,"{""style_label"":""stylised PBR"",""confidence"":0.62,""attributes"":[""wood grain texture"",""warm brown palette"",""soft ambient occlusion"",""chamfered edges"",""game-ready prop""],""polycount_impression"":""medium"",""surface_finish"":""matte varnished wood, subtle grain, low specular""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1092,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat matte shading | stylised proportions | soft ambient light | clean solid colors,low,"matte, untextured, softly shaded flat facets",6419,27376,1520,114,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.92, ""attributes"": [""faceted geometry"", ""flat matte shading"", ""stylised proportions"", ""soft ambient light"", ""clean solid colors""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, softly shaded flat facets""}"
C5_tent,nature_kit,painterly-texture,,512,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted geometry | matte surfaces | minimal texture detail | simple color blocking,low,"matte, untextured, softly shaded diffuse",5147,26216,360,115,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted geometry"", ""matte surfaces"", ""minimal texture detail"", ""simple color blocking""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, softly shaded diffuse""}"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,384,1,1,claude-opus-5,stylised PBR,0.72,chunky bevels | wood grain texture | game-ready prop | exaggerated metal trim | soft studio shading,medium,"matte non-metallic, subtle wood and stone",5960,26051,195,106,"{""style_label"":""stylised PBR"",""confidence"":0.72,""attributes"":[""chunky bevels"",""wood grain texture"",""game-ready prop"",""exaggerated metal trim"",""soft studio shading""],""polycount_impression"":""medium"",""surface_finish"":""matte non-metallic, subtle wood and stone""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,768,1,1,claude-opus-5,low-poly flat-shaded,0.83,faceted geometry | flat gradients | untextured | hard edges | stylised props,low,"matte flat shading, no texture detail",5422,26639,783,102,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.83, ""attributes"": [""faceted geometry"", ""flat gradients"", ""untextured"", ""hard edges"", ""stylised props""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat shading, no texture detail""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,256,3,1,claude-opus-5,low-poly flat-shaded,0.94,faceted-geometry | flat-shading | untextured | hard-edged-normals | stylised-foliage,low,"matte flat diffuse, no texture detail",5021,25955,99,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted-geometry"",""flat-shading"",""untextured"",""hard-edged-normals"",""stylised-foliage""],""polycount_impression"":""low"",""surface_finish"":""matte flat diffuse, no texture detail""}"
A4_hammerhead,ocean,low-poly flat-shaded,,256,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted planes | flat shading | muted slate blue | visible triangles | no texture detail,low,"matte untextured flat facets, no specular",5305,25955,99,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted planes"", ""flat shading"", ""muted slate blue"", ""visible triangles"", ""no texture detail""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat facets, no specular"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,192,3,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | flat matte shading | simple primitives | untextured solid colors | soft neutral lighting,low,"matte, non-reflective, smooth flat-shaded facets",5665,25904,48,112,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""flat matte shading"",""simple primitives"",""untextured solid colors"",""soft neutral lighting""],""polycount_impression"":""low"",""surface_finish"":""matte, non-reflective, smooth flat-shaded facets""}"
A4_hammerhead,ocean,low-poly flat-shaded,,512,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard edges | untextured | muted slate blue,low,"matte flat-shaded facets, no texture detail",4919,26216,360,117,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted planes"", ""flat shading"", ""hard edges"", ""untextured"", ""muted slate blue""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat-shaded facets, no texture detail"" }"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,384,3,1,claude-opus-5,painterly-texture,0.62,hand-painted wood grain | warm brown palette | soft shading | chunky metal brackets | game-ready prop,low,"matte hand-painted wood, muted metal accents",5345,26051,195,113,"{""style_label"": ""painterly-texture"", ""confidence"": 0.62, ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""soft shading"", ""chunky metal brackets"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte hand-painted wood, muted metal accents""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,384,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard facet edges | untextured solid color | stylised foliage mass,low,"matte untextured flat-shaded facets, no specular",6321,26051,195,125,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted planes"", ""flat shading"", ""hard facet edges"", ""untextured solid color"", ""stylised foliage mass""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured flat-shaded facets, no specular"" }"
A4_hammerhead,ocean,low-poly flat-shaded,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.95,faceted | flat-shaded | monochrome slate | angular silhouette | untextured,low,"matte flat diffuse, no texture maps",6120,30661,4805,98,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted"",""flat-shaded"",""monochrome slate"",""angular silhouette"",""untextured""],""polycount_impression"":""low"",""surface_finish"":""matte flat diffuse, no texture maps""}"
A4_hammerhead,ocean,low-poly flat-shaded,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.95,faceted geometry | flat shading | monochrome slate blue | hard polygon edges | minimal studio background,low,matte untextured flat-shaded facets,5915,30661,4805,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted geometry"",""flat shading"",""monochrome slate blue"",""hard polygon edges"",""minimal studio background""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded facets""}"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,768,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted planes | flat shading | hard normals | minimal palette | stylised foliage,low,"matte untextured flat facets, no specular",5515,26639,783,97,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted planes"",""flat shading"",""hard normals"",""minimal palette"",""stylised foliage""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,384,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | limited palette | hard edges | game-ready prop,low,matte untextured flat facets,6362,26051,195,93,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.92,""attributes"":[""faceted geometry"",""flat shading"",""limited palette"",""hard edges"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,256,3,1,claude-opus-5,stylised PBR,0.62,wooden cart | soft baked shading | warm brown palette | translucent fabric canopy | game-ready prop,medium,matte wood with soft semi-gloss canvas,5349,25955,99,105,"{""style_label"":""stylised PBR"",""confidence"":0.62,""attributes"":[""wooden cart"",""soft baked shading"",""warm brown palette"",""translucent fabric canopy"",""game-ready prop""],""polycount_impression"":""medium"",""surface_finish"":""matte wood with soft semi-gloss canvas""}"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,2576,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat matte shading | visible polygon edges | simple color blocks | stylised proportions,low,"matte, untextured, soft gradient flat facets",6532,30661,4805,126,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.93,   ""attributes"": [""faceted geometry"", ""flat matte shading"", ""visible polygon edges"", ""simple color blocks"", ""stylised proportions""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, soft gradient flat facets"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,384,2,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat shading | untextured solid color | hard edges | minimal detail,low,"matte, non-reflective flat diffuse",5789,26051,195,107,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.92, ""attributes"": [""faceted geometry"", ""flat shading"", ""untextured solid color"", ""hard edges"", ""minimal detail""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective flat diffuse""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,2576,2,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat color blocks | visible polygon edges | soft gradient shading | game-ready prop,low,"matte untextured, soft flat diffuse shading",6240,30661,4805,116,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.94, ""attributes"": [""faceted geometry"", ""flat color blocks"", ""visible polygon edges"", ""soft gradient shading"", ""game-ready prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured, soft flat diffuse shading""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1568,2,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat matte color | minimal texture detail | soft ambient shading | stylised game prop,low,"matte flat-shaded, untextured solid colors",5350,28991,3135,107,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat matte color"",""minimal texture detail"",""soft ambient shading"",""stylised game prop""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, untextured solid colors""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,2576,3,1,claude-opus-5,painterly-texture,0.62,hand-painted wood grain | soft diffuse shading | stylised game prop | matte canvas awning | clean beveled geometry,medium,"matte hand-painted, minimal specular response",6490,30661,4805,109,"{""style_label"":""painterly-texture"",""confidence"":0.62,""attributes"":[""hand-painted wood grain"",""soft diffuse shading"",""stylised game prop"",""matte canvas awning"",""clean beveled geometry""],""polycount_impression"":""medium"",""surface_finish"":""matte hand-painted, minimal specular response""}"
A5_cart,Modular Village,low-poly flat-shaded,,1092,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted geometry | flat shading | muted beige palette | minimal texture | clean silhouette,low,matte untextured flat-shaded facets,6362,27376,1520,100,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted geometry"",""flat shading"",""muted beige palette"",""minimal texture"",""clean silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,1092,1,1,claude-opus-5,painterly-texture,0.79,hand-painted wood grain | baked diffuse detail | warm brown palette | stylised metal fittings | flat ambient lighting,medium,"matte hand-painted wood, low specular response",6131,27376,1520,129,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.79,   ""attributes"": [""hand-painted wood grain"", ""baked diffuse detail"", ""warm brown palette"", ""stylised metal fittings"", ""flat ambient lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte hand-painted wood, low specular response"" }"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.86,flat shading | faceted geometry | untextured solids | simple palette | isometric prop,low,"matte, non-reflective flat diffuse",5406,25955,99,106,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.86, ""attributes"": [""flat shading"", ""faceted geometry"", ""untextured solids"", ""simple palette"", ""isometric prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, non-reflective flat diffuse""}"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,384,2,1,claude-opus-5,stylised PBR,0.72,soft-shaded | rounded bevels | saturated palette | handpainted-look | game-prop,medium,smooth matte with soft gradient shading,5483,26051,195,116,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.72,   ""attributes"": [""soft-shaded"", ""rounded bevels"", ""saturated palette"", ""handpainted-look"", ""game-prop""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte with soft gradient shading"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,192,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted | flat-shaded | untextured | hard-edged normals | stylised foliage,low,"matte flat diffuse, no texture detail",5852,25904,48,118,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.94,   ""attributes"": [""faceted"", ""flat-shaded"", ""untextured"", ""hard-edged normals"", ""stylised foliage""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat diffuse, no texture detail"" }"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,256,3,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat shading | muted terracotta | minimal detail | untextured solid color,low,matte untextured flat facets,4804,25955,99,96,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat shading"",""muted terracotta"",""minimal detail"",""untextured solid color""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,512,2,1,claude-opus-5,low-poly flat-shaded,0.72,flat gradients | faceted geometry | untextured | simple palette | isometric prop,low,"matte, smooth-shaded, no texture detail",5925,26216,360,107,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat gradients"", ""faceted geometry"", ""untextured"", ""simple palette"", ""isometric prop""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, smooth-shaded, no texture detail""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,512,1,1,claude-opus-5,stylised PBR,0.82,soft-shading | rounded-bevels | matte-plastic | clay-render | warm-orange,medium,"smooth matte plastic, soft diffuse highlights",5488,26216,360,102,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft-shading"",""rounded-bevels"",""matte-plastic"",""clay-render"",""warm-orange""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte plastic, soft diffuse highlights""}"
